Entity,Code,Day,Pfizer/BioNTech,Moderna,Oxford/AstraZeneca,Johnson&Johnson,Sputnik V,Sinovac,Sinopharm/Beijing,CanSino
Romania,ROU,2021-07-17,7278880,719392,843630,378185,0,0,0,0
Romania,ROU,2021-07-18,7284649,719626,843711,380164,0,0,0,0
Romania,ROU,2021-07-19,7292637,719883,843894,384978,0,0,0,0
Romania,ROU,2021-07-20,7302143,720139,844047,391734,0,0,0,0
Romania,ROU,2021-07-21,7311018,720465,844199,397559,0,0,0,0
Romania,ROU,2021-07-22,7319847,720805,844333,404253,0,0,0,0
Romania,ROU,2021-07-23,7329045,721192,844459,411044,0,0,0,0
Romania,ROU,2021-07-24,7337142,721519,844551,414640,0,0,0,0
Romania,ROU,2021-07-25,7342701,721691,844619,416828,0,0,0,0
Romania,ROU,2021-07-26,7351353,721954,844756,422148,0,0,0,0
Romania,ROU,2021-07-27,7360269,722220,844881,428745,0,0,0,0
Romania,ROU,2021-07-28,7368862,722429,844969,435461,0,0,0,0
Romania,ROU,2021-07-29,7377080,722648,845080,441725,0,0,0,0
Romania,ROU,2021-07-30,7385223,722971,845224,448978,0,0,0,0
Romania,ROU,2021-07-31,7392258,723245,845296,452748,0,0,0,0
Romania,ROU,2021-08-01,7397019,723495,845342,455021,0,0,0,0
Romania,ROU,2021-08-02,7404056,723744,845377,460128,0,0,0,0
Romania,ROU,2021-08-03,7412103,724008,845426,467163,0,0,0,0
Romania,ROU,2021-08-04,7420098,724313,845501,474048,0,0,0,0
Romania,ROU,2021-08-05,7427670,724553,845574,481458,0,0,0,0
Romania,ROU,2021-08-06,7435221,724804,845635,488893,0,0,0,0
Romania,ROU,2021-08-07,7441548,725050,845684,492397,0,0,0,0
Romania,ROU,2021-08-08,7445922,725231,845719,494678,0,0,0,0
Romania,ROU,2021-08-09,7450296,725412,845754,496959,0,0,0,0
Romania,ROU,2021-08-10,7457738,725605,845836,498275,0,0,0,0
Romania,ROU,2021-08-11,7465149,725895,845901,504587,0,0,0,0
Romania,ROU,2021-08-12,7472230,726076,845954,510909,0,0,0,0
Romania,ROU,2021-08-13,7479107,726297,846015,518507,0,0,0,0
Romania,ROU,2021-08-14,7484693,726516,846059,522190,0,0,0,0
Romania,ROU,2021-08-15,7488012,726634,846083,524283,0,0,0,0
Romania,ROU,2021-08-16,7494142,726736,846141,529782,0,0,0,0
Romania,ROU,2021-08-17,7500848,726896,846214,536287,0,0,0,0
Romania,ROU,2021-08-18,7507401,727067,846270,543468,0,0,0,0
Romania,ROU,2021-08-19,7513413,727186,846318,550255,0,0,0,0
Romania,ROU,2021-08-20,7519622,727449,846371,556964,0,0,0,0
Romania,ROU,2021-08-21,7524882,727765,846403,560516,0,0,0,0
Romania,ROU,2021-08-22,7528368,727905,846426,562510,0,0,0,0
Romania,ROU,2021-08-23,7534377,728114,846483,567925,0,0,0,0
Romania,ROU,2021-08-24,7541021,728306,846516,574465,0,0,0,0
Romania,ROU,2021-08-25,7547658,728487,846562,581090,0,0,0,0
Romania,ROU,2021-08-26,7554012,728720,846625,587735,0,0,0,0
Romania,ROU,2021-08-27,7560564,728919,846668,594304,0,0,0,0
Romania,ROU,2021-08-28,7565791,729164,846702,597493,0,0,0,0
Romania,ROU,2021-08-29,7569157,729348,846735,599530,0,0,0,0
Romania,ROU,2021-08-30,7574972,729520,846765,604168,0,0,0,0
Romania,ROU,2021-08-31,7581089,729722,846798,609922,0,0,0,0
Romania,ROU,2021-09-01,7586831,729932,846822,614963,0,0,0,0
Romania,ROU,2021-09-02,7592323,730136,846865,620073,0,0,0,0
Romania,ROU,2021-09-03,7597738,730313,846901,625277,0,0,0,0
Romania,ROU,2021-09-04,7601830,730481,846915,627679,0,0,0,0
Romania,ROU,2021-09-05,7604327,730575,846929,629096,0,0,0,0
Romania,ROU,2021-09-06,7608827,730694,846943,632553,0,0,0,0
Romania,ROU,2021-09-07,7613579,730819,846973,636613,0,0,0,0
Romania,ROU,2021-09-08,7618487,730998,847014,640953,0,0,0,0
Romania,ROU,2021-09-09,7623198,731154,847049,645079,0,0,0,0
Romania,ROU,2021-09-10,7628412,731308,847098,649845,0,0,0,0
Romania,ROU,2021-09-11,7632962,731497,847123,652297,0,0,0,0
Romania,ROU,2021-09-12,7635765,731589,847136,653960,0,0,0,0
Romania,ROU,2021-09-13,7640202,731701,847163,657424,0,0,0,0
Romania,ROU,2021-09-14,7645598,731834,847198,661913,0,0,0,0
Romania,ROU,2021-09-15,7651155,731968,847226,666697,0,0,0,0
Romania,ROU,2021-09-16,7656887,732186,847269,671893,0,0,0,0
Romania,ROU,2021-09-17,7663761,732397,847300,678144,0,0,0,0
Romania,ROU,2021-09-18,7670125,732672,847343,681646,0,0,0,0
Romania,ROU,2021-09-19,7674613,732771,847367,684411,0,0,0,0
Romania,ROU,2021-09-20,7681035,732967,847417,689769,0,0,0,0
Romania,ROU,2021-09-21,7689082,733183,847466,697139,0,0,0,0
Romania,ROU,2021-09-22,7697415,733403,847512,705402,0,0,0,0
Romania,ROU,2021-09-23,7706168,733677,847580,714721,0,0,0,0
Romania,ROU,2021-09-24,7715678,733952,847669,724828,0,0,0,0
Romania,ROU,2021-09-25,7725142,734236,847734,731749,0,0,0,0
Romania,ROU,2021-09-26,7731060,734417,847769,736628,0,0,0,0
Romania,ROU,2021-09-27,7739703,734676,847844,745637,0,0,0,0
Romania,ROU,2021-09-28,7770019,735597,847950,757106,0,0,0,0
Romania,ROU,2021-09-29,7816940,737435,848019,769373,0,0,0,0
Romania,ROU,2021-09-30,7863718,739503,848105,782314,0,0,0,0
Romania,ROU,2021-10-01,7909195,741546,848157,796578,0,0,0,0
Romania,ROU,2021-10-02,7943844,743539,848212,805446,0,0,0,0
Romania,ROU,2021-10-03,7966761,744753,848232,811782,0,0,0,0
Romania,ROU,2021-10-04,8007154,746481,848265,822525,0,0,0,0
Romania,ROU,2021-10-05,8051932,748272,848310,836391,0,0,0,0
Romania,ROU,2021-10-06,8093599,749802,848330,849085,0,0,0,0
Romania,ROU,2021-10-07,8140049,750896,848353,864141,0,0,0,0
Romania,ROU,2021-10-08,8188997,752516,848382,880796,0,0,0,0
Romania,ROU,2021-10-09,8229069,754285,848422,891730,0,0,0,0
Romania,ROU,2021-10-10,8255920,755359,848444,899177,0,0,0,0
Romania,ROU,2021-10-11,8295424,756537,848469,910191,0,0,0,0
Romania,ROU,2021-10-12,8338164,758005,848502,924359,0,0,0,0
Romania,ROU,2021-10-13,8381523,759757,848526,939350,0,0,0,0
Romania,ROU,2021-10-14,8430706,761650,848565,956088,0,0,0,0
Romania,ROU,2021-10-15,8482429,764018,848601,975338,0,0,0,0
Romania,ROU,2021-10-16,8526722,766341,848638,988004,0,0,0,0
Romania,ROU,2021-10-17,8557901,767763,848657,996950,0,0,0,0
Romania,ROU,2021-10-18,8603716,769717,848691,1011203,0,0,0,0
Romania,ROU,2021-10-19,8653313,771829,848734,1028192,0,0,0,0
Slovakia,SVK,2021-01-01,0,0,0,0,0,0,0,0
Slovakia,SVK,2021-01-08,29820,0,0,0,0,0,0,0
Slovakia,SVK,2021-01-15,63023,0,0,0,0,0,0,0
Slovakia,SVK,2021-01-22,100695,0,0,0,0,0,0,0
Slovakia,SVK,2021-01-29,147564,71,0,0,0,0,0,0
Slovakia,SVK,2021-02-05,214192,1657,0,0,0,0,0,0
Slovakia,SVK,2021-02-12,278359,6472,12798,0,0,0,0,0
Slovakia,SVK,2021-02-19,324479,18175,27132,0,0,0,0,0
Slovakia,SVK,2021-02-26,375928,22441,47954,0,0,0,0,0
Slovakia,SVK,2021-03-05,429149,24538,89698,0,0,0,0,0
Slovakia,SVK,2021-03-12,486463,29466,132609,0,0,0,0,0
Slovakia,SVK,2021-03-19,559945,41326,179202,0,0,0,0,0
Slovakia,SVK,2021-03-26,638887,55797,216668,0,0,0,0,0
Slovakia,SVK,2021-04-02,704764,66869,245051,0,0,0,0,0
Slovakia,SVK,2021-04-09,777362,79090,295418,0,0,0,0,0
Slovakia,SVK,2021-04-16,861136,97929,347384,0,0,0,0,0
Slovakia,SVK,2021-04-23,946076,119623,391939,0,0,0,0,0
Slovakia,SVK,2021-04-30,1057289,141589,426929,0,0,0,0,0
Slovakia,SVK,2021-05-07,1193954,169261,461367,0,0,0,0,0
Slovakia,SVK,2021-05-14,1358556,199255,501077,0,0,0,0,0
Slovakia,SVK,2021-05-21,1527008,231891,547569,0,0,0,0,0
Slovakia,SVK,2021-05-28,1706506,259993,588037,0,0,0,0,0
Slovakia,SVK,2021-06-04,1877276,287769,628761,0,0,0,0,0
Slovakia,SVK,2021-06-11,2055253,314118,660055,0,4129,0,0,0
Slovakia,SVK,2021-06-18,2224770,340600,706044,121,7873,0,0,0
Slovakia,SVK,2021-06-25,2384741,363812,754148,232,11525,0,0,0
Slovakia,SVK,2021-07-02,2528944,385223,787857,5328,17546,0,0,0
Slovakia,SVK,2021-07-09,2636211,402066,816953,13845,23787,0,0,0
Slovakia,SVK,2021-07-16,2721972,418417,832472,23016,27939,0,0,0
Slovakia,SVK,2021-07-23,2779810,430771,838160,29125,30637,0,0,0
Slovakia,SVK,2021-07-30,2840442,443003,839741,34537,34391,0,0,0
Slovakia,SVK,2021-08-06,2902621,451952,840267,42328,35358,0,0,0
Slovakia,SVK,2021-08-13,2955254,458441,840672,50195,36446,0,0,0
Slovakia,SVK,2021-08-20,2993869,464339,840742,59114,37546,0,0,0
Slovakia,SVK,2021-08-27,3027113,468672,840860,65012,37669,0,0,0
Slovakia,SVK,2021-09-03,3053089,472227,840932,69584,37674,0,0,0
Slovakia,SVK,2021-09-10,3078526,475021,840936,72513,37674,0,0,0
Slovakia,SVK,2021-09-17,3101116,477656,840957,76807,37674,0,0,0
Slovakia,SVK,2021-09-24,3124267,480071,840993,81478,37674,0,0,0
Slovakia,SVK,2021-10-01,3141845,481645,841088,86393,37674,0,0,0
Slovakia,SVK,2021-10-08,3156153,482992,841106,90103,37674,0,0,0
Slovakia,SVK,2021-10-15,3167234,482992,841108,90103,37674,0,0,0
Slovenia,SVN,2021-01-01,6186,0,0,0,0,0,0,0
Slovenia,SVN,2021-01-08,30379,0,0,0,0,0,0,0
Slovenia,SVN,2021-01-15,49328,0,0,0,0,0,0,0
Slovenia,SVN,2021-01-22,58921,514,0,0,0,0,0,0
Slovenia,SVN,2021-01-29,70489,517,0,0,0,0,0,0
Slovenia,SVN,2021-02-05,84139,947,0,0,0,0,0,0
Slovenia,SVN,2021-02-12,100154,3816,2150,0,0,0,0,0
Slovenia,SVN,2021-02-19,120179,4454,6112,0,0,0,0,0
Slovenia,SVN,2021-02-26,140587,4769,13836,0,0,0,0,0
Slovenia,SVN,2021-03-05,158301,8812,24587,0,0,0,0,0
Slovenia,SVN,2021-03-12,176914,11438,52313,0,0,0,0,0
Slovenia,SVN,2021-03-19,195181,17153,55594,0,0,0,0,0
Slovenia,SVN,2021-03-26,223502,20118,77834,0,0,0,0,0
Slovenia,SVN,2021-04-02,253150,37765,90086,0,0,0,0,0
Slovenia,SVN,2021-04-09,293733,40866,101591,0,0,0,0,0
Slovenia,SVN,2021-04-16,334395,51965,107342,0,0,0,0,0
Slovenia,SVN,2021-04-23,374948,58577,126853,0,0,0,0,0
Slovenia,SVN,2021-04-30,421373,67984,130422,70,0,0,0,0
Slovenia,SVN,2021-05-07,495770,77276,141695,1599,0,0,0,0
Slovenia,SVN,2021-05-14,555110,85391,162764,9715,0,0,0,0
Slovenia,SVN,2021-05-21,611649,104523,191857,15671,0,0,0,0
Slovenia,SVN,2021-05-28,668909,115156,215739,20422,0,0,0,0
Slovenia,SVN,2021-06-04,751331,122619,242791,31335,0,0,0,0
Slovenia,SVN,2021-06-11,825875,129943,265714,36211,0,0,0,0
Slovenia,SVN,2021-06-18,858631,144125,279235,41272,0,0,0,0
Slovenia,SVN,2021-06-25,897613,154253,287731,44234,0,0,0,0
Slovenia,SVN,2021-07-02,939416,160827,298580,47257,0,0,0,0
Slovenia,SVN,2021-07-09,971033,167277,305952,51925,0,0,0,0
Slovenia,SVN,2021-07-16,998009,171467,310686,58542,0,0,0,0
Slovenia,SVN,2021-07-23,1022267,173350,313752,65520,0,0,0,0
Slovenia,SVN,2021-07-30,1047340,174907,316318,71511,0,0,0,0
Slovenia,SVN,2021-08-06,1072462,176502,317846,75676,0,0,0,0
Slovenia,SVN,2021-08-13,1095728,177677,318713,79130,0,0,0,0
Slovenia,SVN,2021-08-20,1120775,179077,319358,82971,0,0,0,0
Slovenia,SVN,2021-08-27,1145289,180162,319778,86454,0,0,0,0
Slovenia,SVN,2021-09-03,1165193,181155,320443,89471,0,0,0,0
Slovenia,SVN,2021-09-10,1194319,182201,320776,95350,0,0,0,0
Slovenia,SVN,2021-09-17,1255212,184378,321159,111732,0,0,0,0
Slovenia,SVN,2021-09-24,1288199,185928,321369,118841,0,0,0,0
Slovenia,SVN,2021-10-01,1316260,187041,321465,121345,0,0,0,0
Slovenia,SVN,2021-10-08,1355186,187894,321543,121345,0,0,0,0
Slovenia,SVN,2021-10-15,1381415,188989,321570,121356,0,0,0,0
South Korea,KOR,2021-02-26,1052,6112,20923,11,0,0,0,0
South Korea,KOR,2021-02-27,1405,6148,22032,11,0,0,0,0
South Korea,KOR,2021-02-28,1718,6155,22612,11,0,0,0,0
South Korea,KOR,2021-03-01,2043,6229,23809,14,0,0,0,0
South Korea,KOR,2021-03-02,2723,6302,89626,15,0,0,0,0
South Korea,KOR,2021-03-03,3986,6371,157861,17,0,0,0,0
South Korea,KOR,2021-03-04,5200,6620,227048,18,0,0,0,0
South Korea,KOR,2021-03-05,6648,6883,296135,18,0,0,0,0
South Korea,KOR,2021-03-06,6680,6899,314161,21,0,0,0,0
South Korea,KOR,2021-03-07,6698,6911,316246,24,0,0,0,0
South Korea,KOR,2021-03-08,7922,7075,382540,26,0,0,0,0
South Korea,KOR,2021-03-09,10134,7325,443804,29,0,0,0,0
South Korea,KOR,2021-03-10,15124,7362,492923,250,0,0,0,0
South Korea,KOR,2021-03-11,22332,7497,530262,418,0,0,0,0
South Korea,KOR,2021-03-12,28652,7608,562118,574,0,0,0,0
South Korea,KOR,2021-03-13,29248,7634,565424,590,0,0,0,0
South Korea,KOR,2021-03-14,29351,7651,566547,596,0,0,0,0
South Korea,KOR,2021-03-15,30036,7683,578436,1395,0,0,0,0
South Korea,KOR,2021-03-16,36748,7749,590651,1967,0,0,0,0
South Korea,KOR,2021-03-17,46814,7816,600501,2479,0,0,0,0
South Korea,KOR,2021-03-18,55876,7970,610858,2735,0,0,0,0
South Korea,KOR,2021-03-19,62115,8036,621565,3167,0,0,0,0
South Korea,KOR,2021-03-20,63477,8082,621836,3173,0,0,0,0
South Korea,KOR,2021-03-21,63830,8099,621855,3181,0,0,0,0
South Korea,KOR,2021-03-22,64239,8146,625539,3256,0,0,0,0
South Korea,KOR,2021-03-23,64948,8215,647348,3402,0,0,0,0
South Korea,KOR,2021-03-24,66266,8284,677926,3405,0,0,0,0
South Korea,KOR,2021-03-25,67528,8404,712373,3633,0,0,0,0
South Korea,KOR,2021-03-26,69078,8462,737176,3789,0,0,0,0
South Korea,KOR,2021-03-27,69166,8506,738494,3793,0,0,0,0
South Korea,KOR,2021-03-28,69222,8532,738560,3796,0,0,0,0
South Korea,KOR,2021-03-29,70270,8584,766531,3800,0,0,0,0
South Korea,KOR,2021-03-30,72468,8748,796550,3803,0,0,0,0
South Korea,KOR,2021-03-31,77456,8814,820691,3813,0,0,0,0
South Korea,KOR,2021-04-01,104044,8897,839185,3833,0,0,0,0
South Korea,KOR,2021-04-02,130905,8975,858618,4304,0,0,0,0
South Korea,KOR,2021-04-03,137751,9017,861072,4319,0,0,0,0
South Korea,KOR,2021-04-04,138438,9045,861148,4327,0,0,0,0
South Korea,KOR,2021-04-05,161345,9109,875672,5203,0,0,0,0
South Korea,KOR,2021-04-06,189781,9420,892133,5843,0,0,0,0
South Korea,KOR,2021-04-07,220155,9513,908995,6844,0,0,0,0
South Korea,KOR,2021-04-08,259839,9818,916295,7788,0,0,0,0
South Korea,KOR,2021-04-09,296870,9987,920521,8963,0,0,0,0
South Korea,KOR,2021-04-10,306365,10037,921125,9371,0,0,0,0
South Korea,KOR,2021-04-11,306793,10065,921140,9382,0,0,0,0
South Korea,KOR,2021-04-12,337852,10146,928694,10733,0,0,0,0
South Korea,KOR,2021-04-13,369351,10228,941854,11577,0,0,0,0
South Korea,KOR,2021-04-14,401182,10330,956875,11580,0,0,0,0
South Korea,KOR,2021-04-15,475011,10420,977150,11585,0,0,0,0
South Korea,KOR,2021-04-16,551883,10535,1004335,11599,0,0,0,0
South Korea,KOR,2021-04-17,580210,10608,1005717,11602,0,0,0,0
South Korea,KOR,2021-04-18,585210,10644,1005744,11604,0,0,0,0
South Korea,KOR,2021-04-19,664421,10728,1049892,11605,0,0,0,0
South Korea,KOR,2021-04-20,746959,10824,1099111,11606,0,0,0,0
South Korea,KOR,2021-04-21,831778,10951,1147519,11618,0,0,0,0
South Korea,KOR,2021-04-22,928918,11136,1201268,11619,0,0,0,0
South Korea,KOR,2021-04-23,1025772,11257,1284681,11628,0,0,0,0
South Korea,KOR,2021-04-24,1062728,11311,1318885,11629,0,0,0,0
South Korea,KOR,2021-04-25,1068367,11336,1320097,11630,0,0,0,0
South Korea,KOR,2021-04-26,1175596,11402,1377620,11641,0,0,0,0
South Korea,KOR,2021-04-27,1301283,11483,1451052,11651,0,0,0,0
South Korea,KOR,2021-04-28,1453667,11568,1551591,11661,0,0,0,0
South Korea,KOR,2021-04-29,1625128,11654,1672840,11673,0,0,0,0
South Korea,KOR,2021-04-30,1790226,11739,1815030,12590,0,0,0,0
South Korea,KOR,2021-05-01,1814225,11790,1839167,12680,0,0,0,0
South Korea,KOR,2021-05-02,1815917,11818,1839526,12683,0,0,0,0
South Korea,KOR,2021-05-03,1882002,11882,1890494,13304,0,0,0,0
South Korea,KOR,2021-05-04,1943820,11977,1935024,13844,0,0,0,0
South Korea,KOR,2021-05-05,1974125,12284,1935699,13941,0,0,0,0
South Korea,KOR,2021-05-06,2058536,12355,1982730,14359,0,0,0,0
South Korea,KOR,2021-05-07,2144969,12420,2021513,14772,0,0,0,0
South Korea,KOR,2021-05-08,2175564,12507,2030909,14781,0,0,0,0
South Korea,KOR,2021-05-09,2180469,12546,2030941,14791,0,0,0,0
South Korea,KOR,2021-05-10,2264689,12638,2038124,15145,0,0,0,0
South Korea,KOR,2021-05-11,2350032,12730,2042491,15422,0,0,0,0
South Korea,KOR,2021-05-12,2435817,12939,2046137,15575,0,0,0,0
South Korea,KOR,2021-05-13,2518989,13027,2050127,15838,0,0,0,0
South Korea,KOR,2021-05-14,2602996,13149,2057724,16126,0,0,0,0
South Korea,KOR,2021-05-15,2634145,13225,2058387,16140,0,0,0,0
South Korea,KOR,2021-05-16,2639345,13278,2058434,16148,0,0,0,0
South Korea,KOR,2021-05-17,2734468,13337,2077518,16289,0,0,0,0
South Korea,KOR,2021-05-18,2845488,13428,2121267,16383,0,0,0,0
South Korea,KOR,2021-05-19,2939675,13540,2122352,16400,0,0,0,0
South Korea,KOR,2021-05-20,3092255,13616,2193767,16512,0,0,0,0
South Korea,KOR,2021-05-21,3239971,13705,2286450,16720,0,0,0,0
South Korea,KOR,2021-05-22,3264228,13776,2303401,16748,0,0,0,0
South Korea,KOR,2021-05-23,3267023,13804,2303738,16751,0,0,0,0
South Korea,KOR,2021-05-24,3381939,13862,2366014,16877,0,0,0,0
South Korea,KOR,2021-05-25,3491091,13933,2428947,17000,0,0,0,0
South Korea,KOR,2021-05-26,3589402,13997,2486382,17085,0,0,0,0
South Korea,KOR,2021-05-27,3683493,14063,3109786,17304,0,0,0,0
South Korea,KOR,2021-05-28,3771840,14155,3632061,17331,0,0,0,0
South Korea,KOR,2021-05-29,3789968,14195,3787729,17342,0,0,0,0
South Korea,KOR,2021-05-30,3790876,14231,3791885,17344,0,0,0,0
South Korea,KOR,2021-05-31,3901217,14256,4096099,17356,0,0,0,0
South Korea,KOR,2021-06-01,4014098,14479,4577821,17407,0,0,0,0
South Korea,KOR,2021-06-02,4123126,14517,4875046,17448,0,0,0,0
South Korea,KOR,2021-06-03,4222749,15008,5145596,17487,0,0,0,0
South Korea,KOR,2021-06-04,4313904,15052,5454028,17618,0,0,0,0
South Korea,KOR,2021-06-05,4338632,15105,5572179,17635,0,0,0,0
South Korea,KOR,2021-06-06,4339577,15119,5574461,17647,0,0,0,0
South Korea,KOR,2021-06-07,4494000,15162,6336056,17709,0,0,0,0
South Korea,KOR,2021-06-08,4639192,15346,6963820,17738,0,0,0,0
South Korea,KOR,2021-06-09,4768916,15417,7453305,17810,0,0,0,0
South Korea,KOR,2021-06-10,4882978,15695,7889559,270926,0,0,0,0
South Korea,KOR,2021-06-11,4990131,15754,8443308,473380,0,0,0,0
South Korea,KOR,2021-06-12,5011990,15789,8701714,587634,0,0,0,0
South Korea,KOR,2021-06-13,5013010,15808,8717228,599416,0,0,0,0
South Korea,KOR,2021-06-14,5116702,15849,9298323,771830,0,0,0,0
South Korea,KOR,2021-06-15,5240045,15939,9807056,884548,0,0,0,0
South Korea,KOR,2021-06-16,5369058,15971,10174291,1062698,0,0,0,0
South Korea,KOR,2021-06-17,5505044,16088,10559722,1088924,0,0,0,0
South Korea,KOR,2021-06-18,5642740,16384,11025591,1120168,0,0,0,0
South Korea,KOR,2021-06-19,5667128,16421,11215930,1139236,0,0,0,0
South Korea,KOR,2021-06-20,5668244,16455,11216025,1139661,0,0,0,0
South Korea,KOR,2021-06-21,5808605,17112,11233683,1143334,0,0,0,0
South Korea,KOR,2021-06-22,5956138,18133,11254607,1146244,0,0,0,0
South Korea,KOR,2021-06-23,6096947,21118,11273407,1147665,0,0,0,0
South Korea,KOR,2021-06-24,6229823,24538,11290054,1148427,0,0,0,0
South Korea,KOR,2021-06-25,6364280,34342,11306378,1148982,0,0,0,0
South Korea,KOR,2021-06-26,6397845,35148,11307133,1149089,0,0,0,0
South Korea,KOR,2021-06-27,6398767,35194,11307191,1149105,0,0,0,0
South Korea,KOR,2021-06-28,6541586,39710,11317046,1149988,0,0,0,0
South Korea,KOR,2021-06-29,6680263,48018,11330936,1151035,0,0,0,0
South Korea,KOR,2021-06-30,6811783,53553,11344454,1152227,0,0,0,0
South Korea,KOR,2021-07-01,6917602,54829,11361601,1153388,0,0,0,0
South Korea,KOR,2021-07-02,7017888,56379,11384922,1154539,0,0,0,0
South Korea,KOR,2021-07-03,7034403,57320,11385772,1154960,0,0,0,0
South Korea,KOR,2021-07-04,7035189,57345,11385793,1154967,0,0,0,0
South Korea,KOR,2021-07-05,7126076,60504,11423454,1154976,0,0,0,0
South Korea,KOR,2021-07-06,7208414,64995,11466619,1155004,0,0,0,0
South Korea,KOR,2021-07-07,7285679,69110,11510391,1155046,0,0,0,0
South Korea,KOR,2021-07-08,7373084,74151,11563017,1155075,0,0,0,0
South Korea,KOR,2021-07-09,7489160,80891,11647908,1155099,0,0,0,0
South Korea,KOR,2021-07-10,7510121,80962,11679543,1155113,0,0,0,0
South Korea,KOR,2021-07-11,7510935,80998,11680541,1155120,0,0,0,0
South Korea,KOR,2021-07-12,7582540,81109,11734436,1155138,0,0,0,0
South Korea,KOR,2021-07-13,7732965,81373,11802510,1155167,0,0,0,0
South Korea,KOR,2021-07-14,7882621,82141,11887229,1155202,0,0,0,0
South Korea,KOR,2021-07-15,8045478,82254,11990513,1155228,0,0,0,0
South Korea,KOR,2021-07-16,8237339,82580,12118027,1155264,0,0,0,0
South Korea,KOR,2021-07-17,8281760,82635,12145185,1155279,0,0,0,0
South Korea,KOR,2021-07-18,8284391,82667,12145703,1155283,0,0,0,0
South Korea,KOR,2021-07-19,8454488,83184,12207154,1155313,0,0,0,0
South Korea,KOR,2021-07-20,8612558,84327,12260577,1155331,0,0,0,0
South Korea,KOR,2021-07-21,8760825,86905,12289318,1155355,0,0,0,0
South Korea,KOR,2021-07-22,8904351,88870,12344676,1155363,0,0,0,0
South Korea,KOR,2021-07-23,9054886,97735,12392230,1155392,0,0,0,0
South Korea,KOR,2021-07-24,9084789,98503,12402270,1155402,0,0,0,0
South Korea,KOR,2021-07-25,9086517,98528,12402389,1155404,0,0,0,0
South Korea,KOR,2021-07-26,9477540,379226,12415311,1155485,0,0,0,0
South Korea,KOR,2021-07-27,9749839,529114,12424344,1155506,0,0,0,0
South Korea,KOR,2021-07-28,10167847,627985,12430754,1155530,0,0,0,0
South Korea,KOR,2021-07-29,10462590,715204,12440290,1155551,0,0,0,0
South Korea,KOR,2021-07-30,10889383,839255,12447369,1155571,0,0,0,0
South Korea,KOR,2021-07-31,11048605,908987,12447897,1155582,0,0,0,0
South Korea,KOR,2021-08-01,11068914,917314,12447947,1155583,0,0,0,0
South Korea,KOR,2021-08-02,11561564,934166,12452300,1155602,0,0,0,0
South Korea,KOR,2021-08-03,11872562,945236,12458541,1155611,0,0,0,0
South Korea,KOR,2021-08-04,12134903,954281,12464181,1155635,0,0,0,0
South Korea,KOR,2021-08-05,12426640,964296,12483740,1155644,0,0,0,0
South Korea,KOR,2021-08-06,12804772,979477,12503476,1155660,0,0,0,0
South Korea,KOR,2021-08-07,12956675,982852,12506292,1155666,0,0,0,0
South Korea,KOR,2021-08-08,12985988,983152,12506878,1155670,0,0,0,0
South Korea,KOR,2021-08-09,13501898,998248,12587655,1155679,0,0,0,0
South Korea,KOR,2021-08-10,13863740,1007903,12649947,1155691,0,0,0,0
South Korea,KOR,2021-08-11,14143748,1015250,12705055,1155698,0,0,0,0
South Korea,KOR,2021-08-12,14408696,1019677,13312532,1155704,0,0,0,0
South Korea,KOR,2021-08-13,14752696,1026916,13826879,1155719,0,0,0,0
South Korea,KOR,2021-08-14,14905201,1030120,13997462,1155721,0,0,0,0
South Korea,KOR,2021-08-15,14924543,1030174,14002287,1155727,0,0,0,0
South Korea,KOR,2021-08-16,15286881,1344089,14255352,1155733,0,0,0,0
South Korea,KOR,2021-08-17,15751028,1608988,14748931,1155736,0,0,0,0
South Korea,KOR,2021-08-18,16090888,1783709,15079277,1155749,0,0,0,0
South Korea,KOR,2021-08-19,16404741,1962908,15385935,1155757,0,0,0,0
South Korea,KOR,2021-08-20,16824923,2217305,15736644,1155763,0,0,0,0
South Korea,KOR,2021-08-21,17024422,2368666,15874941,1155766,0,0,0,0
South Korea,KOR,2021-08-22,17051027,2381788,15877856,1155768,0,0,0,0
South Korea,KOR,2021-08-23,17394045,2390643,16625090,1160215,0,0,0,0
South Korea,KOR,2021-08-24,17750083,2401022,17250982,1169565,0,0,0,0
South Korea,KOR,2021-08-25,18079712,2410902,17745596,1180988,0,0,0,0
South Korea,KOR,2021-08-26,18708100,2420978,18168186,1190830,0,0,0,0
South Korea,KOR,2021-08-27,19294843,2431999,18710341,1197870,0,0,0,0
South Korea,KOR,2021-08-28,19555053,2436798,18965196,1203956,0,0,0,0
South Korea,KOR,2021-08-29,19568414,2436916,18979488,1206165,0,0,0,0
South Korea,KOR,2021-08-30,19966090,2455457,19533679,1215932,0,0,0,0
South Korea,KOR,2021-08-31,20219366,2472952,20009904,1231539,0,0,0,0
South Korea,KOR,2021-09-01,20539441,2491399,20350708,1248747,0,0,0,0
South Korea,KOR,2021-09-02,20810869,2511442,20709053,1267125,0,0,0,0
South Korea,KOR,2021-09-03,21241953,2540343,21148329,1283937,0,0,0,0
South Korea,KOR,2021-09-04,21402368,2559719,21330245,1292936,0,0,0,0
South Korea,KOR,2021-09-05,21411991,2561390,21330572,1295508,0,0,0,0
South Korea,KOR,2021-09-06,22433627,2883109,21347466,1304817,0,0,0,0
South Korea,KOR,2021-09-07,23210625,3063600,21362513,1316484,0,0,0,0
